BMI,Weight (kg),Calories,Height (m),Burns Calories (per 30 min),Water_Intake (liters),Fat_Percentage
0.00661260828469143,-0.40756899900844223,-0.40313186992513206,-0.8115705386171448,-0.3373765873753221,-1.8645097261960142,26.800377179186803
-0.2095435089757331,-0.8264183290423981,-0.826399544249722,-1.3626231045228538,0.5761650553244082,-1.2030343542480775,27.65502094955822
-0.5718771443834952,-0.7049236588181016,-0.7691013001271791,-0.41796156297021153,0.7309282828599569,-1.2361081228454742,24.32082112410528
1.1853632333451358,0.9402181792385198,1.1697973477614443,-0.18179617758205052,0.2309240092835616,-0.210821296326172,32.81357178608907
-1.5546876919272952,-1.0150423501299242,-1.0241709029952726,1.2351961347469138,-1.1657044691647853,0.4671909599204635,17.307318603384633
0.9645418761438386,1.4729983089769714,1.3731136978736926,0.9203089542293676,1.6663999375586498,0.4671909599204635,32.04906403773502
-0.9933038190423079,-0.7318699475448911,-0.2903837121356125,0.4479781834530456,-1.192020483563544,0.13645327394649479,20.54629200523472
1.0594017549415786,0.48118578706812315,0.3084753554677374,-0.7328487434877595,0.9771709890197605,0.4175803070243678,32.08817620708069
0.43892484280553995,0.6943923873450016,1.0404142158718317,0.5266999785824326,0.09683765020417855,1.426330249244972,27.36724576855457
-0.8035840614468276,-1.1143181507023066,-1.4363485945864671,-0.9690141288759189,-1.356808859441478,-0.22735818062487007,21.90937914793248
1.19469371322688,0.5899164257902567,0.8352495353040174,-0.7328487434877595,0.5160141652701029,1.426330249244972,29.07152849804965
0.07814628737806888,0.47267643273334786,0.38425690414593905,0.7628653639705936,0.8249140485698054,1.4594040178423682,23.64931819941694
-0.5143391851127346,0.4145291781123809,1.0071442676716456,1.86497049578201,0.6262907970363246,1.44286713354367,24.128786918912287
-0.17533174940933516,-0.7668528486989684,-0.5509983063704036,-1.2839013093934668,-0.5905115830205119,0.13645327394649479,26.59443119940612
-0.9839733391605632,-0.09934127532656903,0.04046743941068267,1.943692290911397,0.555488186868239,1.5916990922319556,24.477762525783994
0.46069596252961154,1.0035655948418496,0.7964345957371336,0.9990307493587546,0.7378205723453467,-0.5415589823001407,28.04992817494376
-0.836240741032935,-0.8041994593904837,-0.525121679992481,-0.10307438245266351,-0.3442688768607083,0.10337950534909793,21.80926489283508
-0.06492107080868657,0.1223746792850847,0.26226709407859,0.36925638832365854,0.564886763439226,-0.8888335525728075,30.300737914959768
-0.3386151473398717,-0.06294014845002903,-0.4105251917473956,0.5266999785824326,-0.9927706602586646,-1.7322146518064265,26.40511440359576
-0.5516611046397141,-0.6543402747169353,-0.5694816109260625,-0.33923976784082455,0.14195081774490756,-0.19428441202747393,21.804029360668224
-0.11001839023712032,-0.04024853689062717,0.025680795766155517,0.13309100293549753,-0.8956520356918204,-0.3927270236118544,25.78541781279678
1.214909752970661,0.6064623925523202,0.34729029503462117,-0.7328487434877595,0.5410770361260646,1.4594040178423682,29.12385208982389
0.2212136455648249,0.13608419460222285,0.29184038136764434,-0.10307438245266351,0.3424537845925837,-1.3353294286376645,29.31860660365026
0.4249291229829225,0.6806828720278635,0.7132597252366684,0.5266999785824326,0.16889340391506455,1.4097933649462733,26.7693540494346
-1.4302812935040292,-0.798053814593146,-0.9502376847726368,1.471361520135075,0.7566177254873171,0.1529901582451936,22.39259644326159
0.5182339218003722,0.6300994879266969,0.4526451310018772,0.29053459319427155,-0.6055493055340883,1.2609614062579877,28.418499463942585
0.7779322785089393,1.4914352433689853,1.8333479813096005,1.2351961347469138,0.46526185178678453,-0.5746327508975376,30.892571504733954
0.36739116371216246,1.3448852520478498,1.1088024427277698,1.7075269055232358,1.296722592433247,-0.35965325501445755,32.46285886287696
-0.3417253073004533,0.74261206190873,1.0662908422497541,2.101135881170171,-0.5397592695371936,-1.004591742663696,23.09052321392091
-0.3479456272216164,-0.7247788189325778,-0.8781527970055669,-0.8902923337465318,-0.8586843011792815,0.1529901582451936,24.496921662616764
-0.403928506512086,0.14222983939956124,-0.07967404020110049,1.0777525444881415,0.37127608607693596,0.28528523263478034,29.439410708808744
-1.4458320933069377,-1.0079512215176112,-0.9742659806949935,0.9203089542293676,-0.10366531664349762,0.7813917615957334,14.84197561792194
2.014220862840144,2.4884479262601964,2.2750989601898493,0.8415871590999806,0.8293000509695979,-0.8888335525728075,35.0
-0.7926985015847918,-0.669940757664024,-0.5232733495369152,0.13309100293549753,1.0642644652442192,0.11991638964779673,19.446703083030147
-0.2655263882662026,0.12757484026744756,-0.13697228432364322,0.7628653639705936,-0.244017393436872,0.28528523263478034,22.57558193854224
0.15434520641231952,0.288307088813209,0.010894152121628357,0.29053459319427155,0.016636463465109504,1.44286713354367,28.830453231342894
2.5544167709936683,2.536667600823925,2.382302126612671,0.05436920780611051,-2.7990987557305296,0.4671909599204635,35.0
-0.7958086615453734,-0.8004175241305834,-1.1720373394405441,-0.18179617758205052,0.6168922204653411,0.11991638964779673,23.5650452462822
-0.005828031557635444,-0.8207454261525474,-0.9890526243395207,-1.677510285040402,-1.0898892848255088,-0.8557597839754106,28.50765309226645
-0.36194134704423386,0.6764281948604755,0.9369077103601415,2.0224140860407838,-0.7151993655289115,1.44286713354367,21.047071801739808
-0.7584867420183938,-1.0481342836540517,-1.2921788190523273,-0.8902923337465318,0.716517132117779,1.1452032161670982,23.71315012526436
-0.12090395009915612,0.14932096801187386,0.5727866106136603,0.5266999785824326,-1.015327244029029,-1.037665511261093,25.765634036189088
